address,detailUrl,statusType,zipcode,latitude,longitude,price,clean_price,livingarea,status,listingkey,bedrooms,bathrooms
"2439 N Southport Ave #3R, Chicago, IL 60614",https://www.zillow.com/homedetails/2439-N-Southport-Ave-3R-Chicago-IL-60614/2057668863_zpid/,FOR_RENT,60614,41.925743,-87.66311,"$2,670/mo",2670,1015.0,FOR_RENT,2057668863,2.0,1.0
"2750 N Kenmore Ave, Chicago, IL 60614",https://www.zillow.com/homedetails/2750-N-Kenmore-Ave-Chicago-IL-60614/2078180337_zpid/,FOR_RENT,60614,41.931423,-87.655464,"$2,100/mo",2100,nan,FOR_RENT,2078180337,1.0,1.0
"449 W Belden Ave APT 2R, Chicago, IL 60614",https://www.zillow.com/homedetails/449-W-Belden-Ave-APT-2R-Chicago-IL-60614/2095119271_zpid/,FOR_RENT,60614,41.92349,-87.64092,"$2,125/mo",2125,658.0,FOR_RENT,2095119271,1.0,1.0
"877 W Lill Ave APT D1, Chicago, IL 60614",https://www.zillow.com/homedetails/877-W-Lill-Ave-APT-D1-Chicago-IL-60614/2121598973_zpid/,FOR_RENT,60614,41.92799,-87.65163,"$3,725/mo",3725,1700.0,FOR_RENT,2121598973,3.0,2.0
"611 W Arlington Pl APT 2N, Chicago, IL 60614",https://www.zillow.com/homedetails/611-W-Arlington-Pl-APT-2N-Chicago-IL-60614/2126907551_zpid/,FOR_RENT,60614,41.926373,-87.64446,"$2,195/mo",2195,750.0,FOR_RENT,2126907551,1.0,1.0
"(undisclosed Address), Chicago, IL 60614",https://www.zillow.com/homedetails/Chicago-IL-60614/3727037_zpid/,FOR_RENT,60614,,,"$2,050/mo",2050,500.0,FOR_RENT,3727037,0.0,1.0
"2111 N Sedgwick St APT 2, Chicago, IL 60614",https://www.zillow.com/homedetails/2111-N-Sedgwick-St-APT-2-Chicago-IL-60614/2124908281_zpid/,FOR_RENT,60614,41.920414,-87.638695,"$2,925/mo",2925,nan,FOR_RENT,2124908281,2.0,1.0
"1257 W Belden Ave #1, Chicago, IL 60614",https://www.zillow.com/homedetails/1257-W-Belden-Ave-1-Chicago-IL-60614/447292455_zpid/,FOR_RENT,60614,41.92345,-87.66002,"$1,945/mo",1945,700.0,FOR_RENT,447292455,1.0,1.0
"2326 N Southport Ave #3F, Chicago, IL 60614",https://www.zillow.com/homedetails/2326-N-Southport-Ave-3F-Chicago-IL-60614/2063344019_zpid/,FOR_RENT,60614,41.924213,-87.663635,"$3,425/mo",3425,nan,FOR_RENT,2063344019,2.0,1.0
"165 W Menomonee St #D2, Chicago, IL 60614",https://www.zillow.com/homedetails/165-W-Menomonee-St-D2-Chicago-IL-60614/447484225_zpid/,FOR_RENT,60614,41.91472,-87.63434,"$2,800/mo",2800,nan,FOR_RENT,447484225,2.0,1.0
"(undisclosed Address), Chicago, IL 60614",https://www.zillow.com/homedetails/Chicago-IL-60614/2056028237_zpid/,FOR_RENT,60614,,,"$3,550/mo",3550,1150.0,FOR_RENT,2056028237,3.0,2.0
"2440 N Ashland Ave #1, Chicago, IL 60614",https://www.zillow.com/homedetails/2440-N-Ashland-Ave-1-Chicago-IL-60614/2093267543_zpid/,FOR_RENT,60614,41.926388,-87.668564,"$2,150/mo",2150,900.0,FOR_RENT,2093267543,2.0,1.0
"625 W Deming Pl APT 5A, Chicago, IL 60614",https://www.zillow.com/homedetails/625-W-Deming-Pl-APT-5A-Chicago-IL-60614/2073364993_zpid/,FOR_RENT,60614,41.927597,-87.64507,"$2,950/mo",2950,700.0,FOR_RENT,2073364993,1.0,1.0
"2335 N Lincoln Ave APT 1114, Chicago, IL 60614",https://www.zillow.com/homedetails/2335-N-Lincoln-Ave-APT-1114-Chicago-IL-60614/443627042_zpid/,FOR_RENT,60614,41.92425,-87.64676,"$2,700/mo",2700,558.0,FOR_RENT,443627042,1.0,1.0
"677 W Wrightwood Ave APT 3W, Chicago, IL 60614",https://www.zillow.com/homedetails/677-W-Wrightwood-Ave-APT-3W-Chicago-IL-60614/2131162004_zpid/,FOR_RENT,60614,41.92878,-87.6459,"$1,795/mo",1795,575.0,FOR_RENT,2131162004,1.0,1.0
"1875 N Dayton St APT 3F, Chicago, IL 60614",https://www.zillow.com/homedetails/1875-N-Dayton-St-APT-3F-Chicago-IL-60614/2062614722_zpid/,FOR_RENT,60614,41.915916,-87.64931,"$4,995/mo",4995,1000.0,FOR_RENT,2062614722,2.0,2.0
"1010 W Diversey Pkwy APT 2, Chicago, IL 60614",https://www.zillow.com/homedetails/1010-W-Diversey-Pkwy-APT-2-Chicago-IL-60614/60201533_zpid/,FOR_RENT,60614,41.93289,-87.6544,"$5,000/mo",5000,1800.0,FOR_RENT,60201533,3.0,2.0
"1619 N Clybourn Ave #1619, Chicago, IL 60614",https://www.zillow.com/homedetails/1619-N-Clybourn-Ave-1619-Chicago-IL-60614/442729233_zpid/,FOR_RENT,60614,41.911568,-87.64998,"$5,000/mo",5000,2033.0,FOR_RENT,442729233,3.0,3.0
"1931 N Sheffield Ave, Chicago, IL 60614",https://www.zillow.com/homedetails/1931-N-Sheffield-Ave-Chicago-IL-60614/158608082_zpid/,FOR_RENT,60614,41.91686,-87.65297,"$6,400/mo",6400,2500.0,FOR_RENT,158608082,4.0,3.0
"2008 N Kenmore Ave #B, Chicago, IL 60614",https://www.zillow.com/homedetails/2008-N-Kenmore-Ave-B-Chicago-IL-60614/3735804_zpid/,FOR_RENT,60614,41.918343,-87.6552,"$6,000/mo",6000,nan,FOR_RENT,3735804,3.0,3.0
"625 W Deming Pl #4E, Chicago, IL 60614",https://www.zillow.com/homedetails/625-W-Deming-Pl-4E-Chicago-IL-60614/2073365031_zpid/,FOR_RENT,60614,41.92759,-87.64506,"$2,875/mo",2875,750.0,FOR_RENT,2073365031,1.0,1.0
"2233 N Southport Ave, Chicago, IL",https://www.zillow.com/b/2233-n-southport-ave-chicago-il-9RyYKD/,FOR_RENT,60614,41.922653,-87.66289,,,nan,FOR_RENT,41.922653--87.66289,nan,nan
"2315 N Greenview Ave UNIT 1B, Chicago, IL 60614",https://www.zillow.com/homedetails/2315-N-Greenview-Ave-UNIT-1B-Chicago-IL-60614/2057130715_zpid/,FOR_RENT,60614,41.92387,-87.66543,"$1,995/mo",1995,nan,FOR_RENT,2057130715,2.0,1.0
"2129 1/2 N Dayton St #1B, Chicago, IL 60614",https://www.zillow.com/homedetails/2129-1-2-N-Dayton-St-1B-Chicago-IL-60614/2063374724_zpid/,FOR_RENT,60614,41.91492,-87.64961,"$2,615/mo",2615,900.0,FOR_RENT,2063374724,1.0,1.0
"1959 W Dickens Ave #C3, Chicago, IL 60614",https://www.zillow.com/homedetails/1959-W-Dickens-Ave-C3-Chicago-IL-60614/447175829_zpid/,FOR_RENT,60614,41.91933,-87.67751,"$1,700/mo",1700,900.0,FOR_RENT,447175829,1.0,1.0
"1434 W Fullerton Ave UNIT 3, Chicago, IL 60614",https://www.zillow.com/homedetails/1434-W-Fullerton-Ave-UNIT-3-Chicago-IL-60614/2099051029_zpid/,FOR_RENT,60614,41.925457,-87.66475,"$2,300/mo",2300,nan,FOR_RENT,2099051029,2.0,1.0
"1434 W Fullerton Ave UNIT 2, Chicago, IL 60614",https://www.zillow.com/homedetails/1434-W-Fullerton-Ave-UNIT-2-Chicago-IL-60614/440707670_zpid/,FOR_RENT,60614,41.925465,-87.66476,"$2,300/mo",2300,nan,FOR_RENT,440707670,2.0,1.0
"344 W Concord Pl UNIT 2, Chicago, IL 60614",https://www.zillow.com/homedetails/344-W-Concord-Pl-UNIT-2-Chicago-IL-60614/413283753_zpid/,FOR_RENT,60614,41.912197,-87.63845,"$2,150/mo",2150,850.0,FOR_RENT,413283753,1.0,1.0
"2233 N Southport Ave, Chicago, IL",https://www.zillow.com/b/2233-n-southport-ave-chicago-il-9RyYKD/,FOR_RENT,60614,41.92263,-87.66288,,,nan,FOR_RENT,41.92263--87.66288,nan,nan
"2400 N Lakeview Ave APT 1608, Chicago, IL 60614",https://www.zillow.com/homedetails/2400-N-Lakeview-Ave-APT-1608-Chicago-IL-60614/3727082_zpid/,FOR_RENT,60614,41.92599,-87.639496,"$3,400/mo",3400,nan,FOR_RENT,3727082,2.0,2.0
"757 W Diversey Pkwy APT 3W, Chicago, IL 60614",https://www.zillow.com/homedetails/757-W-Diversey-Pkwy-APT-3W-Chicago-IL-60614/2068597546_zpid/,FOR_RENT,60614,41.932568,-87.64859,"$3,195/mo",3195,1100.0,FOR_RENT,2068597546,3.0,2.0
"1320 W Schubert Ave APT 1F, Chicago, IL 60614",https://www.zillow.com/homedetails/1320-W-Schubert-Ave-APT-1F-Chicago-IL-60614/2083636436_zpid/,FOR_RENT,60614,41.930943,-87.661964,"$1,700/mo",1700,800.0,FOR_RENT,2083636436,1.0,1.0
"722 W Diversey Pkwy APT 401, Chicago, IL 60614",https://www.zillow.com/homedetails/722-W-Diversey-Pkwy-APT-401-Chicago-IL-60614/2080783819_zpid/,FOR_RENT,60614,41.93303,-87.64746,"$1,450/mo",1450,450.0,FOR_RENT,2080783819,0.0,1.0
"2752 N Bosworth Ave, Chicago, IL",https://www.zillow.com/b/2752-n-bosworth-ave-chicago-il-9r2ps6/,FOR_RENT,60614,41.932133,-87.66736,,,nan,FOR_RENT,41.932133--87.66736,nan,nan
"2423 N Clybourn Ave #CH, Chicago, IL 60614",https://www.zillow.com/homedetails/2423-N-Clybourn-Ave-CH-Chicago-IL-60614/446692764_zpid/,FOR_RENT,60614,41.92574,-87.670074,"$4,000/mo",4000,nan,FOR_RENT,446692764,4.0,2.0
"681 W Wrightwood Ave APT 1W, Chicago, IL 60614",https://www.zillow.com/homedetails/681-W-Wrightwood-Ave-APT-1W-Chicago-IL-60614/2077435775_zpid/,FOR_RENT,60614,41.928574,-87.645874,"$1,900/mo",1900,600.0,FOR_RENT,2077435775,1.0,1.0
"1949 N Hudson Ave #B, Chicago, IL 60614",https://www.zillow.com/homedetails/1949-N-Hudson-Ave-B-Chicago-IL-60614/2079782000_zpid/,FOR_RENT,60614,41.91794,-87.63967,"$2,225/mo",2225,900.0,FOR_RENT,2079782000,1.0,1.0
"2550 N Lakeview Ave UNIT S604, Chicago, IL 60614",https://www.zillow.com/homedetails/2550-N-Lakeview-Ave-UNIT-S604-Chicago-IL-60614/123560567_zpid/,FOR_RENT,60614,41.929234,-87.63992,"$8,950/mo",8950,1569.0,FOR_RENT,123560567,2.0,2.0
"2548 N Burling St APT 1S, Chicago, IL 60614",https://www.zillow.com/homedetails/2548-N-Burling-St-APT-1S-Chicago-IL-60614/2113151844_zpid/,FOR_RENT,60614,41.92877,-87.64786,"$4,925/mo",4925,1800.0,FOR_RENT,2113151844,4.0,3.0
"(undisclosed Address), Chicago, IL 60614",https://www.zillow.com/homedetails/Chicago-IL-60614/442973744_zpid/,FOR_RENT,60614,,,"$1,705/mo",1705,800.0,FOR_RENT,442973744,1.0,1.0
"2400 N Clark St #1, Chicago, IL 60614",https://www.zillow.com/homedetails/2400-N-Clark-St-1-Chicago-IL-60614/2056538648_zpid/,FOR_RENT,60614,41.925632,-87.64047,"$1,750/mo",1750,nan,FOR_RENT,2056538648,0.0,1.0
"1747 N Cleveland Ave APT 2F, Chicago, IL 60614",https://www.zillow.com/homedetails/1747-N-Cleveland-Ave-APT-2F-Chicago-IL-60614/2092829754_zpid/,FOR_RENT,60614,41.91422,-87.640854,"$4,400/mo",4400,1458.0,FOR_RENT,2092829754,3.0,2.0
"(undisclosed Address), Chicago, IL 60614",https://www.zillow.com/homedetails/Chicago-IL-60614/2059625521_zpid/,FOR_RENT,60614,,,$825/mo,825,250.0,FOR_RENT,2059625521,0.0,1.0
"2254 N. Southport, 2254 N Southport Ave #1, Chicago, IL 60614",https://www.zillow.com/b/2254-n.-southport-chicago-il-5XfFqJ/,FOR_RENT,60614,41.92322,-87.663605,"$1,635/mo",1635,749.0,FOR_RENT,2101931309,1.0,1.0
"2714 N Wayne Ave UNIT 3, Chicago, IL 60614",https://www.zillow.com/homedetails/2714-N-Wayne-Ave-UNIT-3-Chicago-IL-60614/2099518347_zpid/,FOR_RENT,60614,41.931217,-87.66266,"$4,500/mo",4500,nan,FOR_RENT,2099518347,3.0,2.0
"1409 W Diversey Pkwy, Chicago, IL",https://www.zillow.com/b/contemporary-lincoln-park-studio-chicago-il-CH8x/,FOR_RENT,60614,41.932346,-87.66264,,,nan,FOR_RENT,41.932346--87.66264,nan,nan
"2000 N Lincoln Park W #1206, Chicago, IL 60614",https://www.zillow.com/homedetails/2000-N-Lincoln-Park-W-1206-Chicago-IL-60614/447567078_zpid/,FOR_RENT,60614,41.9198,-87.63668,"$2,250/mo",2250,650.0,FOR_RENT,447567078,1.0,1.0
"1236 W Webster Ave #1, Chicago, IL 60614",https://www.zillow.com/homedetails/1236-W-Webster-Ave-1-Chicago-IL-60614/65561951_zpid/,FOR_RENT,60614,41.921906,-87.65981,"$5,995/mo",5995,nan,FOR_RENT,65561951,3.0,3.0
"1003 W Dickens Ave, Chicago, IL 60614",https://www.zillow.com/homedetails/1003-W-Dickens-Ave-Chicago-IL-60614/3735874_zpid/,FOR_RENT,60614,41.91976,-87.65364,"$4,200/mo",4200,nan,FOR_RENT,3735874,2.0,2.0
"2728 N Hampden Ct APT 2102, Chicago, IL 60614",https://www.zillow.com/homedetails/2728-N-Hampden-Ct-APT-2102-Chicago-IL-60614/3724375_zpid/,FOR_RENT,60614,41.93122,-87.64216,"$2,250/mo",2250,700.0,FOR_RENT,3724375,1.0,1.0
"1626 N Orchard St APT B, Chicago, IL 60614",https://www.zillow.com/homedetails/1626-N-Orchard-St-APT-B-Chicago-IL-60614/3740638_zpid/,FOR_RENT,60614,41.911816,-87.64622,"$5,500/mo",5500,1750.0,FOR_RENT,3740638,3.0,2.0
"2652 N Marshfield Ave APT 1F, Chicago, IL 60614",https://www.zillow.com/homedetails/2652-N-Marshfield-Ave-APT-1F-Chicago-IL-60614/2120228180_zpid/,FOR_RENT,60614,41.930298,-87.66987,"$2,600/mo",2600,1500.0,FOR_RENT,2120228180,2.0,2.0
"2459 N Clark St #2, Chicago, IL 60614",https://www.zillow.com/homedetails/2459-N-Clark-St-2-Chicago-IL-60614/2102985116_zpid/,FOR_RENT,60614,41.927216,-87.64125,"$3,100/mo",3100,nan,FOR_RENT,2102985116,3.0,1.0
"2100 N Halsted, 2100 N Halsted St APT 4-R, Chicago, IL 60614",https://www.zillow.com/b/2100-n-halsted-chicago-il-Bgzy/,FOR_RENT,60614,41.92012,-87.648926,"$5,750/mo",5750,1350.0,FOR_RENT,2069890449,4.0,2.0
"2645 N Mildred Ave #3, Chicago, IL 60614",https://www.zillow.com/homedetails/2645-N-Mildred-Ave-3-Chicago-IL-60614/101267748_zpid/,FOR_RENT,60614,41.9304,-87.651,"$5,000/mo",5000,nan,FOR_RENT,101267748,2.0,2.0
"2715-17 N. Wayne, 2715 N Wayne Ave #2S, Chicago, IL 60614",https://www.zillow.com/b/2715-17-n.-wayne-chicago-il-Chpf6C/,FOR_RENT,60614,41.931187,-87.66194,"$3,850/mo",3850,1185.0,FOR_RENT,2107727036,2.0,2.0
"2706 N Wilton Ave, Chicago, IL 60614",https://www.zillow.com/homedetails/2706-N-Wilton-Ave-Chicago-IL-60614/3730041_zpid/,FOR_RENT,60614,41.931103,-87.65285,"$6,000/mo",6000,nan,FOR_RENT,3730041,4.0,4.0
"858 W Chalmers Pl, Chicago, IL 60614",https://www.zillow.com/homedetails/858-W-Chalmers-Pl-Chicago-IL-60614/3735139_zpid/,FOR_RENT,60614,41.924866,-87.65102,"$12,000/mo",12000,5100.0,FOR_RENT,3735139,5.0,5.0
"2258 CLARK, 2258 N Clark St APT 2, Chicago, IL 60614",https://www.zillow.com/b/2258-clark-chicago-il-5XdLNj/,FOR_RENT,60614,41.923416,-87.63948,"$3,550/mo",3550,1100.0,FOR_RENT,2126584891,3.0,2.0
"1344 W Diversey Pkwy #1, Chicago, IL 60614",https://www.zillow.com/homedetails/1344-W-Diversey-Pkwy-1-Chicago-IL-60614/58361996_zpid/,FOR_RENT,60614,41.93275,-87.66291,"$2,950/mo",2950,1000.0,FOR_RENT,58361996,2.0,2.0
"2714 N Mildred Ave #2720-1, Chicago, IL 60614",https://www.zillow.com/homedetails/2714-N-Mildred-Ave-2720-1-Chicago-IL-60614/2086518097_zpid/,FOR_RENT,60614,41.931396,-87.65174,"$3,695/mo",3695,nan,FOR_RENT,2086518097,3.0,2.0
"1834 N Bissell St, Chicago, IL 60614",https://www.zillow.com/homedetails/1834-N-Bissell-St-Chicago-IL-60614/2128197770_zpid/,FOR_RENT,60614,41.91481,-87.65227,"$2,500/mo",2500,1140.0,FOR_RENT,2128197770,2.0,1.0
"1735 W Diversey Pkwy APT 610, Chicago, IL 60614",https://www.zillow.com/homedetails/1735-W-Diversey-Pkwy-APT-610-Chicago-IL-60614/60265191_zpid/,FOR_RENT,60614,41.93189,-87.67269,"$3,600/mo",3600,1349.0,FOR_RENT,60265191,2.0,2.0
"1003 W. Armitage Ave, 1003 W Armitage Ave APT 2F, Chicago, IL 60614",https://www.zillow.com/b/1003-w.-armitage-ave-chicago-il-D6wZ/,FOR_RENT,60614,41.917873,-87.653625,"$3,000/mo",3000,nan,FOR_RENT,2101371543,2.0,1.0
"2045 N Wolcott Ave APT 1R, Chicago, IL 60614",https://www.zillow.com/homedetails/2045-N-Wolcott-Ave-APT-1R-Chicago-IL-60614/2085137350_zpid/,FOR_RENT,60614,41.91911,-87.67487,"$2,195/mo",2195,nan,FOR_RENT,2085137350,2.0,1.0
"2506 N Clybourn Ave #1, Chicago, IL 60614",https://www.zillow.com/homedetails/2506-N-Clybourn-Ave-1-Chicago-IL-60614/2092302035_zpid/,FOR_RENT,60614,41.926983,-87.67221,"$2,500/mo",2500,966.0,FOR_RENT,2092302035,1.0,1.0
"451 W Saint James Pl #2, Chicago, IL 60614",https://www.zillow.com/homedetails/451-W-Saint-James-Pl-2-Chicago-IL-60614/3726827_zpid/,FOR_RENT,60614,41.927998,-87.64079,"$2,000/mo",2000,800.0,FOR_RENT,3726827,1.0,1.0
"1610 N Larrabee St #1, Chicago, IL 60614",https://www.zillow.com/homedetails/1610-N-Larrabee-St-1-Chicago-IL-60614/2060389122_zpid/,FOR_RENT,60614,41.911545,-87.64376,"$5,800/mo",5800,1502.0,FOR_RENT,2060389122,3.0,3.0
"TLC Bissell 1825, 1825 N Bissell St APT 3, Chicago, IL 60614",https://www.zillow.com/b/tlc-bissell-1825-chicago-il-5XgQXF/,FOR_RENT,60614,41.91456,-87.65181,"$2,400/mo",2400,680.0,FOR_RENT,2114655352,2.0,1.0
"Burling St 2531-33 N, 2531 N Burling St, Chicago, IL 60614",https://www.zillow.com/b/burling-st-2531-33-n-chicago-il-5XgQqT/,FOR_RENT,60614,41.92827,-87.647285,"$2,950+/mo",2950,1400.0,FOR_RENT,352441028,0.0,2.0
"1734 N Sedgwick St, 1734 N Sedgwick St APT 1, Chicago, IL 60614",https://www.zillow.com/b/1734-n-sedgwick-st-chicago-il-5XfJpc/,FOR_RENT,60614,41.91391,-87.63892,"$3,000/mo",3000,1000.0,FOR_RENT,2111403861,2.0,1.0
"(undisclosed Address), Chicago, IL 60614",https://www.zillow.com/homedetails/Chicago-IL-60614/3743392_zpid/,FOR_RENT,60614,,,"$2,200/mo",2200,nan,FOR_RENT,3743392,1.0,1.0
"1657 N. Halsted St., 1657 N Halsted St APT 3F, Chicago, IL 60614",https://www.zillow.com/apartments/chicago-il/1657-n.-halsted-st./DN4z/,FOR_RENT,60614,41.91259,-87.64795,"$2,695/mo",2695,678.0,FOR_RENT,2109353077,2.0,1.0
"1653 N. Halsted St., 1653 N Halsted St APT 3F, Chicago, IL 60614",https://www.zillow.com/b/1653-n.-halsted-st.-chicago-il-5Xd5QB/,FOR_RENT,60614,41.91244,-87.647964,"$2,695/mo",2695,nan,FOR_RENT,2109485227,2.0,1.0
"Racine / Dickens - Lincoln Park - DePaul, 1153 W Dickens Ave #1E, Chicago, IL 60614",https://www.zillow.com/b/racine-dickens-lincoln-park-depaul-chicago-il-CRnf/,FOR_RENT,60614,41.919727,-87.65786,"$3,800/mo",3800,nan,FOR_RENT,2107086246,3.0,2.0
"(undisclosed Address), Chicago, IL 60614",https://www.zillow.com/homedetails/Chicago-IL-60614/2126093163_zpid/,FOR_RENT,60614,,,"$3,500/mo",3500,nan,FOR_RENT,2126093163,3.0,1.0
"(undisclosed Address), Chicago, IL 60614",https://www.zillow.com/homedetails/Chicago-IL-60614/2105385137_zpid/,FOR_RENT,60614,,,"$5,500/mo",5500,nan,FOR_RENT,2105385137,5.0,4.0
"(undisclosed Address), Chicago, IL 60614",https://www.zillow.com/homedetails/Chicago-IL-60614/2105398874_zpid/,FOR_RENT,60614,,,"$4,250/mo",4250,nan,FOR_RENT,2105398874,4.0,4.0
"(undisclosed Address), Chicago, IL 60614",https://www.zillow.com/homedetails/Chicago-IL-60614/2070860857_zpid/,FOR_RENT,60614,,,"$3,200/mo",3200,nan,FOR_RENT,2070860857,3.0,2.0
"(undisclosed Address), Chicago, IL 60614",https://www.zillow.com/homedetails/Chicago-IL-60614/2126802799_zpid/,FOR_RENT,60614,,,"$4,500/mo",4500,nan,FOR_RENT,2126802799,3.0,2.0
"(undisclosed Address), Chicago, IL 60614",https://www.zillow.com/homedetails/Chicago-IL-60614/2097918133_zpid/,FOR_RENT,60614,,,"$2,550/mo",2550,nan,FOR_RENT,2097918133,3.0,2.0
"2061 N Southport Ave, Chicago, IL",https://www.zillow.com/apartments/chicago-il/southport-lofts/CgrRb3/,FOR_RENT,60614,41.91942,-87.662926,,,nan,FOR_RENT,41.91942--87.662926,nan,nan
"2340 N Commonwealth Ave, Chicago, IL",https://www.zillow.com/apartments/chicago-il/2340-n-commonwealth-ave/5XjKW5/,FOR_RENT,60614,41.924976,-87.63879,,,nan,FOR_RENT,41.924976--87.63879,nan,nan
"1749 N Wells St, Chicago, IL",https://www.zillow.com/apartments/chicago-il/k-square/CgJ9mp/,FOR_RENT,60614,41.91431,-87.63434,,,nan,FOR_RENT,41.91431--87.63434,nan,nan
"2616 N. Hampden Ct., 2616 N Hampden Ct #9, Chicago, IL 60614",https://www.zillow.com/apartments/chicago-il/2616-n.-hampden-ct./5XfFPT/,FOR_RENT,60614,41.92963,-87.641304,"$1,300/mo",1300,387.0,FOR_RENT,2066678806,0.0,1.0
"2032 N Clybourn Ave, Chicago, IL",https://www.zillow.com/apartments/chicago-il/the-ludlow/CnWQ/,FOR_RENT,60614,41.918507,-87.660614,,,nan,FOR_RENT,41.918507--87.660614,nan,nan
"444 W Saint James Pl, Chicago, IL",https://www.zillow.com/apartments/chicago-il/444-w.-st.-james-pl./5XgBWZ/,FOR_RENT,60614,41.928345,-87.64082,,,nan,FOR_RENT,41.928345--87.64082,nan,nan
"2115 N. Sedgwick, 2115 N Sedgwick St, Chicago, IL 60614",https://www.zillow.com/homedetails/2115-N-Sedgwick-St-0AA6773E7-Chicago-IL-60614/446901907_zpid/,FOR_RENT,60614,41.920673,-87.63851,"$1,845+/mo",1845,800.0,FOR_RENT,446901907,1.0,1.0
"2155 N Elston Ave, Chicago, IL",https://www.zillow.com/apartments/chicago-il/triangle-square/Chg444/,FOR_RENT,60614,41.921368,-87.67117,,,nan,FOR_RENT,41.921368--87.67117,nan,nan
"No. 508, 508 W Diversey Pkwy APT 502, Chicago, IL 60614",https://www.zillow.com/apartments/chicago-il/no.-508/9RyfcY/,FOR_RENT,60614,41.93315,-87.641815,"$4,775/mo",4775,1165.0,FOR_RENT,2083617737,2.0,3.0
"428-38 West Belden, 428 W Belden Ave, Chicago, IL 60614",https://www.zillow.com/apartments/chicago-il/428-38-west-belden/5Xctqj/,FOR_RENT,60614,41.92414,-87.64042,"$2,495+/mo",2495,nan,FOR_RENT,2064133325,1.0,1.0
"500 W. Fullerton Parkway, 500 W Fullerton Pkwy APT 515, Chicago, IL 60614",https://www.zillow.com/apartments/chicago-il/500-w.-fullerton-parkway/9WNJQM/,FOR_RENT,60614,41.925926,-87.64181,"$1,475/mo",1475,310.0,FOR_RENT,2128477254,0.0,1.0
"555 W Arlington Pl, 555 W Arlington Pl, Chicago, IL 60614",https://www.zillow.com/apartments/chicago-il/555-w-arlington-pl/ChV69S/,FOR_RENT,60614,41.926456,-87.643265,"$2,250+/mo",2250,nan,FOR_RENT,440043879,1.0,1.0
"2611 N Hermitage Ave, Chicago, IL",https://www.zillow.com/apartments/chicago-il/norweta/BXQZ9R/,FOR_RENT,60614,41.929546,-87.67204,,,nan,FOR_RENT,41.929546--87.67204,nan,nan
"2540 N Racine Ave, Chicago, IL",https://www.zillow.com/b/2540-n-racine-chicago-il-F8xx/,FOR_RENT,60614,41.928375,-87.658905,,,nan,FOR_RENT,41.928375--87.658905,nan,nan
"660 West Wrightwood, 660 W Wrightwood Ave, Chicago, IL 60614",https://www.zillow.com/apartments/chicago-il/660-west-wrightwood/5Xg2J4/,FOR_RENT,60614,41.929535,-87.64525,"$1,895+/mo",1895,nan,FOR_RENT,2066697309,1.0,1.0
"Granada, 525 W Arlington Pl, Chicago, IL 60614",https://www.zillow.com/apartments/chicago-il/granada/5XnLSk/,FOR_RENT,60614,41.926624,-87.64243,"$1,895+/mo",1895,800.0,FOR_RENT,446927181,1.0,1.0
"1807 N Lincoln Park, Chicago, IL",https://www.zillow.com/apartments/chicago-il/1807-09-n.-lincoln-park-west/5ZbPTX/,FOR_RENT,60614,41.91538,-87.636955,,,nan,FOR_RENT,41.91538--87.636955,nan,nan
"427 West Belden, 427 W Belden Ave, Chicago, IL 60614",https://www.zillow.com/apartments/chicago-il/427-west-belden/CjjCFS/,FOR_RENT,60614,41.923492,-87.64018,"$1,495+/mo",1495,nan,FOR_RENT,2066698785,0.0,1.0
"536 W Grant Pl, Chicago, IL",https://www.zillow.com/apartments/chicago-il/536-w.-grant-pl./5Xfs2V/,FOR_RENT,60614,41.923088,-87.64289,,,nan,FOR_RENT,41.923088--87.64289,nan,nan
"2717 N. Hampden Ct., 2717 N Hampden Ct #17-103N, Chicago, IL 60614",https://www.zillow.com/apartments/chicago-il/2717-n.-hampden-ct./CjhRg9/,FOR_RENT,60614,41.931545,-87.641556,"$2,050/mo",2050,nan,FOR_RENT,2059773510,2.0,1.0
"4714-20 S Michigan Ave, 4714 S Michigan Ave #4720-1W, Chicago, IL 60615",https://www.zillow.com/apartments/chicago-il/4714-20-s-michigan-ave/5XgzZ2/,FOR_RENT,60615,41.80866,-87.6233,"$1,575/mo",1575,750.0,FOR_RENT,2060316998,2.0,1.0
"4700 Lake Park, 4700 S Lake Park Ave #1-2208, Chicago, IL 60615",https://www.zillow.com/apartments/chicago-il/4700-lake-park/5XfSd6/,FOR_RENT,60615,41.809177,-87.59248,"$1,295/mo",1295,480.0,FOR_RENT,442390058,0.0,1.0
"5140 S Hyde Park Blvd, Chicago, IL",https://www.zillow.com/apartments/chicago-il/hyde-park-tower/5XjN4t/,FOR_RENT,60615,41.80148,-87.58501,,,nan,FOR_RENT,41.80148--87.58501,nan,nan
"5454 S Shore Dr, Chicago, IL",https://www.zillow.com/apartments/chicago-il/shoreland/CKF7/,FOR_RENT,60615,41.796227,-87.5815,,,nan,FOR_RENT,41.796227--87.5815,nan,nan
"5474-5480 S Hyde Park Blvd, Chicago, IL",https://www.zillow.com/apartments/chicago-il/5474-5480-s.-hyde-park-boulevard/9ggKFr/,FOR_RENT,60615,41.79727,-87.58398,,,nan,FOR_RENT,41.79727--87.58398,nan,nan
"1606 E Hyde Park Blvd, Chicago, IL",https://www.zillow.com/apartments/chicago-il/algonquin-apartments/5Xgzxv/,FOR_RENT,60615,41.80265,-87.58628,,,nan,FOR_RENT,41.80265--87.58628,nan,nan
